relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,87.57110595703125,159.50958251953125,71.59087371826172,180.35032725622517,0.1164874,0.029520381,Ic-BL_25404712
-27.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
-24.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
-21.0,136.1770477294922,69.45032501220703,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
-18.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
-15.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
-12.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
-9.0,209.39664713541666,22.062543233235676,706.9550374348959,136.63486097880045,0.1164874,0.029520381,Ic-BL_25404712
-6.0,216.34187825520834,61.0310312906901,640.0766398111979,104.1648274229211,0.1164874,0.029520381,Ic-BL_25404712
-3.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
0.0,158.6773885091146,53.63597615559896,502.82692464192706,112.37484001320647,0.1164874,0.029520381,Ic-BL_25404712
3.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
6.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
9.0,0.0,0.0,441.0491638183594,65.67667388916016,0.1164874,0.029520381,Ic-BL_25404712
12.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
15.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
18.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
21.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
24.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
27.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
30.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
33.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
36.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
39.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
42.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
45.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
48.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
51.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
54.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
57.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
60.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
63.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
66.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
69.0,0.0,0.0,0.0,0.0,0.1164874,0.029520381,Ic-BL_25404712
