relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
-27.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
-24.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
-21.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
-18.0,0.0,0.0,159.77786254882812,314.4788513183594,0.10914655,0.1395501,Ic-BL_23825467
-15.0,324.67864990234375,184.04156494140625,71.27928924560547,250.84144794247078,0.10914655,0.1395501,Ic-BL_23825467
-12.0,0.0,0.0,453.90882873535156,300.8840148580498,0.10914655,0.1395501,Ic-BL_23825467
-9.0,0.0,0.0,-334.6585998535156,323.2876281738281,0.10914655,0.1395501,Ic-BL_23825467
-6.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
-3.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
0.0,314.1682434082031,46.14525604248047,267.7828063964844,64.37872981105598,0.10914655,0.1395501,Ic-BL_23825467
3.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
6.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
9.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
12.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
15.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
18.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
21.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
24.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
27.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
30.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
33.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
36.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
39.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
42.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
45.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
48.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
51.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
54.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
57.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
60.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
63.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
66.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
69.0,0.0,0.0,0.0,0.0,0.10914655,0.1395501,Ic-BL_23825467
