relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,33.4215087890625,54.01872634887695,37.218204498291016,76.79190325383193,0.05051101,0.007847868,Ic_5939032
-27.0,46.08537292480469,86.83451080322266,-10.70733642578125,68.61088840836321,0.05051101,0.007847868,Ic_5939032
-24.0,-1.3027151823043823,86.6149673461914,-34.02876281738281,101.23136230054112,0.05051101,0.007847868,Ic_5939032
-21.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
-18.0,-129.47927856445312,68.84915161132812,-121.65440368652344,71.77326962762073,0.05051101,0.007847868,Ic_5939032
-15.0,74.16515350341797,25.709197998046875,82.68632507324219,42.451298462748596,0.05051101,0.007847868,Ic_5939032
-12.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
-9.0,190.37142944335938,37.87351989746094,287.2059631347656,75.02982781128847,0.05051101,0.007847868,Ic_5939032
-6.0,296.3965148925781,44.56320571899414,295.7759704589844,64.95235313973627,0.05051101,0.007847868,Ic_5939032
-3.0,188.5702362060547,93.07286834716797,427.8115234375,132.6095817722704,0.05051101,0.007847868,Ic_5939032
0.0,272.4413757324219,46.05326461791992,393.7643737792969,65.95391870945679,0.05051101,0.007847868,Ic_5939032
3.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
6.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
9.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
12.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
15.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
18.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
21.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
24.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
27.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
30.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
33.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
36.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
39.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
42.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
45.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
48.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
51.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
54.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
57.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
60.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
63.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
66.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
69.0,0.0,0.0,0.0,0.0,0.05051101,0.007847868,Ic_5939032
