relative_time,r_flux,r_uncert,g_flux,g_uncert,redshift,mwebv,id
-30.0,-17.719724655151367,33.032196677211985,-4.304594039916992,20.5239200592041,0.100380756,0.02382551,63_41680093
-27.0,14.340912818908691,32.56066987436447,17.70830535888672,21.975027084350586,0.100380756,0.02382551,63_41680093
-24.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
-21.0,0.0,0.0,51.98805618286133,42.309757232666016,0.100380756,0.02382551,63_41680093
-18.0,9.424954414367676,47.080963134765625,0.0,0.0,0.100380756,0.02382551,63_41680093
-15.0,-50.478694915771484,63.12522723967674,-31.325927734375,43.13026428222656,0.100380756,0.02382551,63_41680093
-12.0,31.341415405273438,100.7133215613274,99.06520080566406,73.08797454833984,0.100380756,0.02382551,63_41680093
-9.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
-6.0,177.34315490722656,104.12458801269531,0.0,0.0,0.100380756,0.02382551,63_41680093
-3.0,113.57765197753906,41.99765001586462,112.01165008544922,22.334455490112305,0.100380756,0.02382551,63_41680093
0.0,180.47190856933594,31.726059772713192,110.84962463378906,21.18246078491211,0.100380756,0.02382551,63_41680093
3.0,212.35675048828125,34.28331205109156,184.34725952148438,22.64204978942871,0.100380756,0.02382551,63_41680093
6.0,542.4141845703125,45.06479263305664,0.0,0.0,0.100380756,0.02382551,63_41680093
9.0,206.85922241210938,32.917327970406454,174.8708038330078,21.64091682434082,0.100380756,0.02382551,63_41680093
12.0,200.8710479736328,49.634847783919945,142.69293212890625,30.921043395996094,0.100380756,0.02382551,63_41680093
15.0,240.8494873046875,75.62382728676245,98.76849365234375,46.80221939086914,0.100380756,0.02382551,63_41680093
18.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
21.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
24.0,107.63089752197266,31.35348163187689,29.07740020751953,21.061777114868164,0.100380756,0.02382551,63_41680093
27.0,114.7425537109375,43.25395965576172,0.0,0.0,0.100380756,0.02382551,63_41680093
30.0,0.0,0.0,78.27732849121094,41.34010314941406,0.100380756,0.02382551,63_41680093
33.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
36.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
39.0,66.98719024658203,33.3288106869914,-1.6626067161560059,22.019641876220703,0.100380756,0.02382551,63_41680093
42.0,0.0,0.0,26.848039627075195,56.46205520629883,0.100380756,0.02382551,63_41680093
45.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
48.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
51.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
54.0,98.38734436035156,48.529666900634766,0.0,0.0,0.100380756,0.02382551,63_41680093
57.0,115.57215118408203,44.94291687011719,0.0,0.0,0.100380756,0.02382551,63_41680093
60.0,32.56062698364258,30.412942001401845,12.125309944152832,20.443944931030273,0.100380756,0.02382551,63_41680093
63.0,52.0777702331543,42.617794036865234,0.0,0.0,0.100380756,0.02382551,63_41680093
66.0,0.0,0.0,18.990650177001953,42.99884796142578,0.100380756,0.02382551,63_41680093
69.0,0.0,0.0,0.0,0.0,0.100380756,0.02382551,63_41680093
