relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,-289.3967590332031,298.8162841796875,0.11692867,0.1415645,IIn_1118520
-27.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
-24.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
-21.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
-18.0,0.0,0.0,-31.289764404296875,246.523443147447,0.11692867,0.1415645,IIn_1118520
-15.0,12.571795654296874,121.56444091796875,-9.78718318939209,478.011274755809,0.11692867,0.1415645,IIn_1118520
-12.0,9.224716186523438,97.05668640136719,-30.23602512904576,292.778513502997,0.11692867,0.1415645,IIn_1118520
-9.0,14.642331600189209,45.993475914001465,-15.113454818725586,175.27124231156256,0.11692867,0.1415645,IIn_1118520
-6.0,0.0,0.0,538.5341186523438,425.1707458496094,0.11692867,0.1415645,IIn_1118520
-3.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
0.0,685.0480346679688,58.473005294799805,539.0142211914062,74.89579170009478,0.11692867,0.1415645,IIn_1118520
3.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
6.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
9.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
12.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
15.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
18.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
21.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
24.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
27.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
30.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
33.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
36.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
39.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
42.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
45.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
48.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
51.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
54.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
57.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
60.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
63.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
66.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
69.0,0.0,0.0,0.0,0.0,0.11692867,0.1415645,IIn_1118520
