relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,-0.8147178888320923,20.096450805664062,-21.066123962402344,32.745611594329425,0.12645106,0.022221005,52_2605509
-27.0,16.512758255004883,24.047269821166992,6.936396598815918,41.62238526631684,0.12645106,0.022221005,52_2605509
-24.0,-0.9922874569892883,28.665512084960938,19.585355758666992,44.72429621037967,0.12645106,0.022221005,52_2605509
-21.0,0.0,0.0,26.979822158813477,67.95764923095703,0.12645106,0.022221005,52_2605509
-18.0,43.887718200683594,45.26496124267578,0.0,0.0,0.12645106,0.022221005,52_2605509
-15.0,33.61450958251953,125.80219268798828,117.72489166259766,113.07510956639888,0.12645106,0.022221005,52_2605509
-12.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
-9.0,-188.29518127441406,128.189453125,129.3676300048828,133.40370662276646,0.12645106,0.022221005,52_2605509
-6.0,142.322998046875,56.268035888671875,158.50540669759116,73.96544992872147,0.12645106,0.022221005,52_2605509
-3.0,463.228759765625,64.6594009399414,0.0,0.0,0.12645106,0.022221005,52_2605509
0.0,530.6978149414062,71.58922576904297,0.0,0.0,0.12645106,0.022221005,52_2605509
3.0,369.7651672363281,34.572532653808594,321.95086669921875,52.20134674368682,0.12645106,0.022221005,52_2605509
6.0,0.0,0.0,614.2587280273438,69.23655700683594,0.12645106,0.022221005,52_2605509
9.0,174.12747192382812,65.86497497558594,354.8043212890625,85.90353130401441,0.12645106,0.022221005,52_2605509
12.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
15.0,222.59718322753906,275.803466796875,505.48388671875,498.15646839568547,0.12645106,0.022221005,52_2605509
18.0,137.0840861002604,66.6481196085612,135.63239542643228,54.498170637591706,0.12645106,0.022221005,52_2605509
21.0,-32.72809982299805,194.08119201660156,252.1244659423828,160.5273736964629,0.12645106,0.022221005,52_2605509
24.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
27.0,128.5099080403646,60.36172231038412,-26.732498168945312,106.49028202491539,0.12645106,0.022221005,52_2605509
30.0,4.934164047241211,27.009798049926758,115.87461853027344,55.18702140000364,0.12645106,0.022221005,52_2605509
33.0,-57.197452545166016,58.75800323486328,39.27726745605469,80.20855742168006,0.12645106,0.022221005,52_2605509
36.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
39.0,337.91192626953125,300.470947265625,0.0,0.0,0.12645106,0.022221005,52_2605509
42.0,328.8986511230469,206.0948028564453,0.0,0.0,0.12645106,0.022221005,52_2605509
45.0,38.22959899902344,33.39043045043945,49.8111572265625,48.9283182459706,0.12645106,0.022221005,52_2605509
48.0,20.96238899230957,51.323463439941406,133.23944091796875,137.26662915573692,0.12645106,0.022221005,52_2605509
51.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
54.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
57.0,2.0577938556671143,117.74031066894531,0.0,0.0,0.12645106,0.022221005,52_2605509
60.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
63.0,0.0,0.0,0.0,0.0,0.12645106,0.022221005,52_2605509
66.0,0.0,0.0,1444.974365234375,1018.8851928710938,0.12645106,0.022221005,52_2605509
69.0,50.83121871948242,49.1454963684082,23.35750961303711,123.44408128314649,0.12645106,0.022221005,52_2605509
