relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
-27.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
-24.0,0.0,0.0,537.0128784179688,114.4089126586914,0.0639829,0.017905407,Ib_19395433
-21.0,618.384521484375,79.84739685058594,0.0,0.0,0.0639829,0.017905407,Ib_19395433
-18.0,355.5042724609375,36.79933166503906,327.1907043457031,83.28644533644125,0.0639829,0.017905407,Ib_19395433
-15.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
-12.0,0.0,0.0,980.7548828125,151.0340576171875,0.0639829,0.017905407,Ib_19395433
-9.0,633.6475830078125,113.3939437866211,716.6421508789062,162.0501845145831,0.0639829,0.017905407,Ib_19395433
-6.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
-3.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
0.0,0.0,0.0,1755.8155517578125,122.8016128540039,0.0639829,0.017905407,Ib_19395433
3.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
6.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
9.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
12.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
15.0,220.88839721679688,87.88276672363281,423.681640625,63.38174981845344,0.0639829,0.017905407,Ib_19395433
18.0,0.0,0.0,871.7488403320312,226.0032501220703,0.0639829,0.017905407,Ib_19395433
21.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
24.0,284.5751953125,102.81806945800781,570.9197998046875,332.4186059211915,0.0639829,0.017905407,Ib_19395433
27.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
30.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
33.0,0.0,0.0,269.7699279785156,78.28634643554688,0.0639829,0.017905407,Ib_19395433
36.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
39.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
42.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
45.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
48.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
51.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
54.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
57.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
60.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
63.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
66.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
69.0,0.0,0.0,0.0,0.0,0.0639829,0.017905407,Ib_19395433
