relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-27.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-24.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-21.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-18.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-15.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-12.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-9.0,0.0,0.0,64.07412719726562,116.79252624511719,0.030347154,0.06689747,Ic-BL_16162042
-6.0,-198.41921997070312,154.5036163330078,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
-3.0,626.1787109375,86.38217163085938,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
0.0,778.19970703125,83.61708068847656,817.5204467773438,137.050880449734,0.030347154,0.06689747,Ic-BL_16162042
3.0,848.8694458007812,203.73951721191406,1102.414794921875,194.81853517662114,0.030347154,0.06689747,Ic-BL_16162042
6.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
9.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
12.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
15.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
18.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
21.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
24.0,0.0,0.0,1241.7137451171875,222.07888793945312,0.030347154,0.06689747,Ic-BL_16162042
27.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
30.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
33.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
36.0,554.9719848632812,213.55894470214844,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
39.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
42.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
45.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
48.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
51.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
54.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
57.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
60.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
63.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
66.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
69.0,0.0,0.0,0.0,0.0,0.030347154,0.06689747,Ic-BL_16162042
