relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-27.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-24.0,35.21259689331055,39.96784210205078,52.60818099975586,82.21270817768026,0.18662469,0.09592877,IIn_12195951
-21.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-18.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-15.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-12.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-9.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
-6.0,0.0,0.0,921.2781372070312,166.5237274169922,0.18662469,0.09592877,IIn_12195951
-3.0,714.5562133789062,146.7766876220703,0.0,0.0,0.18662469,0.09592877,IIn_12195951
0.0,948.4993286132812,89.54912567138672,0.0,0.0,0.18662469,0.09592877,IIn_12195951
3.0,339.4339904785156,97.37902069091797,388.38232421875,107.42252799582114,0.18662469,0.09592877,IIn_12195951
6.0,691.0491943359375,137.49752807617188,198.21258544921875,187.11819670904944,0.18662469,0.09592877,IIn_12195951
9.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
12.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
15.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
18.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
21.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
24.0,0.0,0.0,-480.7767639160156,493.9261779785156,0.18662469,0.09592877,IIn_12195951
27.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
30.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
33.0,235.7911834716797,196.60272216796875,0.0,0.0,0.18662469,0.09592877,IIn_12195951
36.0,-94.67089080810547,668.7540283203125,0.0,0.0,0.18662469,0.09592877,IIn_12195951
39.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
42.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
45.0,-478.9087219238281,662.5777587890625,0.0,0.0,0.18662469,0.09592877,IIn_12195951
48.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
51.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
54.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
57.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
60.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
63.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
66.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
69.0,0.0,0.0,0.0,0.0,0.18662469,0.09592877,IIn_12195951
