relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,-17.07411003112793,171.89923095703125,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-27.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-24.0,-8.647198359171549,25.969680786132812,-55.104870637257896,79.44194652947168,0.03984682,0.054617114,Ib_34767033
-21.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-18.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-15.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-12.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-9.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-6.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
-3.0,489.34124755859375,129.91414896647134,1097.4469401041667,215.9105999322887,0.03984682,0.054617114,Ib_34767033
0.0,594.5577799479166,29.702662150065105,1538.5741373697917,80.75589986400853,0.03984682,0.054617114,Ib_34767033
3.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
6.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
9.0,2048.7813720703125,51.229116439819336,2379.8388671875,88.2086802516496,0.03984682,0.054617114,Ib_34767033
12.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
15.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
18.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
21.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
24.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
27.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
30.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
33.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
36.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
39.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
42.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
45.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
48.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
51.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
54.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
57.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
60.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
63.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
66.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
69.0,0.0,0.0,0.0,0.0,0.03984682,0.054617114,Ib_34767033
