relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,-74.58296203613281,66.09971618652344,9.6027193069458,108.74251604061455,0.020880185,0.034790423,Ic_22520778
-27.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
-24.0,-78.18476104736328,145.2128143310547,-98.90189361572266,147.44255347061394,0.020880185,0.034790423,Ic_22520778
-21.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
-18.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
-15.0,0.0,0.0,1156.620361328125,133.58062744140625,0.020880185,0.034790423,Ic_22520778
-12.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
-9.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
-6.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
-3.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
0.0,0.0,0.0,5293.459716796875,203.93370280910128,0.020880185,0.034790423,Ic_22520778
3.0,1223.172119140625,88.56536865234375,2592.54296875,116.54297114366338,0.020880185,0.034790423,Ic_22520778
6.0,2012.5230712890625,210.2868194580078,0.0,0.0,0.020880185,0.034790423,Ic_22520778
9.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
12.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
15.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
18.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
21.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
24.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
27.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
30.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
33.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
36.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
39.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
42.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
45.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
48.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
51.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
54.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
57.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
60.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
63.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
66.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
69.0,0.0,0.0,0.0,0.0,0.020880185,0.034790423,Ic_22520778
