relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
-27.0,-78.07970428466797,218.4724578857422,0.0,0.0,0.032652523,0.037817165,Ib_15101889
-24.0,0.0,0.0,-40.495216369628906,82.95690155029297,0.032652523,0.037817165,Ib_15101889
-21.0,13.262523651123047,47.59373474121094,0.0,0.0,0.032652523,0.037817165,Ib_15101889
-18.0,1.4379390478134155,32.28641891479492,-58.041961669921875,55.015801345214676,0.032652523,0.037817165,Ib_15101889
-15.0,-24.558530807495117,36.92266845703125,-0.9521656632423401,53.53837695096931,0.032652523,0.037817165,Ib_15101889
-12.0,-12.905817031860352,48.819007873535156,20.349838256835938,43.42631354095598,0.032652523,0.037817165,Ib_15101889
-9.0,22.771766662597656,83.53109741210938,0.0,0.0,0.032652523,0.037817165,Ib_15101889
-6.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
-3.0,546.3233642578125,74.94295501708984,595.0840454101562,113.24402064823902,0.032652523,0.037817165,Ib_15101889
0.0,909.3924560546875,91.3290023803711,809.5466918945312,124.92091764456143,0.032652523,0.037817165,Ib_15101889
3.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
6.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
9.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
12.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
15.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
18.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
21.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
24.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
27.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
30.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
33.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
36.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
39.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
42.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
45.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
48.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
51.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
54.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
57.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
60.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
63.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
66.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
69.0,0.0,0.0,0.0,0.0,0.032652523,0.037817165,Ib_15101889
