relative_time,g_flux,g_uncert,r_flux,r_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
-27.0,0.0,0.0,-37.36552810668945,128.2559051513672,0.023204848,0.10904618,IIn_24937696
-24.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
-21.0,0.0,0.0,-392.9543151855469,213.9485626220703,0.023204848,0.10904618,IIn_24937696
-18.0,-13.594926198323568,57.6768544514974,55.9571787516276,153.15359762207362,0.023204848,0.10904618,IIn_24937696
-15.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
-12.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
-9.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
-6.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
-3.0,9793.216796875,302.4600524902344,0.0,0.0,0.023204848,0.10904618,IIn_24937696
0.0,7646.40869140625,202.6642303466797,4991.26806640625,155.2067339612612,0.023204848,0.10904618,IIn_24937696
3.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
6.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
9.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
12.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
15.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
18.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
21.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
24.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
27.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
30.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
33.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
36.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
39.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
42.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
45.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
48.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
51.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
54.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
57.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
60.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
63.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
66.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
69.0,0.0,0.0,0.0,0.0,0.023204848,0.10904618,IIn_24937696
